968,962,161,199,2003,130,131,9,454,225,149,237,293,16,11,472,12,597,2552,596,598,1056,289,614,244,550,687,328,240,523,480,682,13,2097,1542,1869,21,907,1443,688,340,820,600,867,250,741,32,387,30,247,1157,607,50,1432,692,1428,2079,710,1067,33,1028,1176,1438,1007,1492,1565,1326,923,1503,1448,2346,695,2303,216,712,671,2142,1567,1715,1644,701,2034,704,1851,2944,1450,683,1379,1453,2088,680,892,1737,2090,2484,2496,98,1569,1555,1088,2050
962,846,1937,1679,1520,459,897,2255,158,232,40,109,46,227,229,417,157,10,244,862,277,49,842,635,32,791,105
2204,852,1065,4,619,2223,240,157,10,942,13,551,1175,288,37,861,331,290,681,1106,1338,655,800,160,103,2102,225,158,1631,678,191,902,748,758,762,995,1798,86,2828,1855,2235,2109,88,761,1030,1119,1840,1808,81,2236,1807,2836,431,298,233,279,1915,245,428,1154,278,145,150,377,153,236,1677,1822,777,641,122,498,819,309,333,346,291,341,152,109,241,2570,94,228,2372,1836,287,299,450,188,217,277,415,505
560,280,696,37,149,902,759,758,1798,858,932,762,2284,1830,827,2890,652,158,9,1464,493,227,229
2720,1454,336,2673,517,161,503,459,1370,818,1366,70,64,899,1376,2470,181,331,52,1890,534,179,153,1222,301,1024
